244,2,8,8
245,5,1,7
246,8,8,3
247,2,2,7
248,4,7,4
249,8,5,8
250,4,5,6
251,7,4,4
252,4,1,3
253,4,4,5
254,2,4,3
255,5,4,5
256,8,6,2
257,3,4,3
258,6,6,7
259,6,3,3
260,1,4,8
261,7,7,3
262,2,4,5
263,2,4,2
264,8,3,8
265,3,7,1
266,1,7,3
267,8,5,1
268,6,8,8
269,7,8,1
270,6,4,1
271,2,4,1
272,1,6,7
273,6,7,1
274,4,2,6
275,7,8,3
276,7,8,6
277,2,8,5
278,5,7,3
279,3,1,2
280,6,4,1
281,4,2,7
282,4,7,6
283,4,5,8
284,5,2,8
285,5,3,2
286,5,2,4
287,7,6,8
288,6,6,6
289,4,3,7
290,8,2,5
291,7,5,6
292,7,3,5
293,6,4,2
294,5,6,1
295,1,5,2
296,1,5,5
297,8,1,8
298,4,8,5
299,5,5,5
300,1,5,3
301,2,5,3
302,3,5,3
303,4,6,4
304,6,2,2
305,3,7,7
306,7,5,2
307,5,8,6
308,2,6,2
309,5,1,3
310,5,2,1
311,3,3,5
312,1,6,1
313,4,3,5
314,7,1,3
315,7,2,2
316,4,2,3
317,7,2,8
318,1,6,7
319,4,5,4
320,2,4,4
321,1,4,6
322,4,3,7
323,4,5,1
324,6,5,1
325,3,6,1
326,6,2,7
327,4,3,8
328,8,5,2
329,4,3,3
330,6,6,6
331,6,2,2
332,4,5,1
333,7,1,8
334,6,1,1
335,3,4,4
336,1,4,6
337,4,5,3
338,1,2,2
339,4,4,5
340,5,1,5
341,6,3,1
342,7,3,1
343,1,2,5
344,8,1,5
345,2,8,4
346,7,4,2
347,2,1,6
348,5,4,4
349,6,7,2
350,7,8,7
351,1,6,1
352,5,8,4
353,5,6,8
354,2,7,3
355,8,4,4
356,4,7,5
357,3,7,3
358,4,5,3
359,7,2,8
360,2,1,5
361,1,3,1
362,6,4,6
363,1,7,7
364,1,5,2
365,5,5,3
366,2,2,5
367,4,4,3
368,4,3,2
369,8,1,7
370,5,8,2
371,7,4,7
372,2,7,6
373,1,8,2
374,4,6,5
375,6,2,2
376,6,5,2
377,7,4,8
378,8,6,8
379,6,4,5
380,3,7,3
381,3,5,5
382,7,4,5
383,2,1,2
384,3,7,3
385,5,8,3
386,3,7,5
387,3,8,6
388,8,4,3
389,6,4,7
390,2,2,6
391,8,1,5
392,3,3,2
393,5,1,6
394,7,2,8
395,6,4,2
396,8,6,5
397,4,8,3
398,5,4,7
399,2,8,4
400,1,2,1
401,8,4,8
402,3,7,1
403,7,3,8
404,8,8,4
405,5,6,2
406,7,7,3
407,6,2,5
408,4,6,2
409,7,8,3
410,1,6,7
411,3,5,3
412,7,2,5
413,8,4,2
414,5,6,2
415,8,8,3
416,1,7,8
417,8,8,3
418,7,1,8
419,5,1,8
420,7,2,6
421,4,2,1
422,5,3,8
423,1,1,6
424,3,7,4
425,8,3,3
426,1,6,8
427,2,3,7
428,3,8,8
429,5,4,6
430,2,3,1
431,4,4,7
432,1,1,4
433,7,2,4
434,8,2,6
435,6,6,5
436,8,1,6
437,6,4,7
438,6,7,2
439,3,5,7
440,4,1,8
441,3,5,2
442,3,5,1
443,8,3,5
444,3,4,7
445,5,1,4
446,4,8,5
447,6,5,1
448,4,8,7
449,2,1,6
450,6,7,4
451,4,8,2
452,3,4,5
453,2,7,5
454,3,7,8
455,4,4,4
456,3,8,6
457,5,7,5
458,4,1,7
459,7,7,3
460,5,6,1
461,4,4,8
462,4,1,5
463,2,6,4
464,6,5,4
465,6,7,5
466,6,6,8
467,3,5,1
468,3,6,3
469,2,3,7
470,4,8,8
471,4,2,8
472,3,2,8
473,7,7,4
474,1,2,5
475,8,8,7
476,3,1,7
477,5,2,7
478,2,6,3
479,4,5,3
480,2,3,1
481,5,3,7
482,3,4,1
483,1,3,5
484,3,6,1
485,4,5,6
486,1,8,1
487,4,8,2
488,3,7,1
489,6,8,2
490,8,5,4
491,3,3,5
492,8,1,2
493,8,1,5
494,3,7,3
495,7,8,7
496,7,5,6
497,4,5,6
498,4,4,1
499,2,6,5
500,2,5,3
501,2,7,3
502,3,1,3
503,4,3,8
504,3,6,7
505,2,3,8
506,2,6,8
507,7,4,5
508,7,8,4
509,7,3,3
510,4,2,7
511,8,8,5
512,3,8,6
513,8,6,1
514,2,3,5
515,6,6,3
516,4,6,1
517,2,3,3
518,6,4,8
519,7,8,4
520,6,6,1
521,1,7,6
522,4,8,6
523,5,5,1
524,1,5,5
525,7,8,8
526,3,1,1
527,6,8,2
528,3,6,8
529,7,5,5
530,6,5,7
531,5,4,4
532,1,7,5
533,6,2,5
534,3,3,6
535,2,6,4
536,2,5,5
537,5,4,4
538,2,4,1
539,4,7,8
540,4,2,2
541,8,3,6
542,3,4,2
543,1,4,5
544,3,1,1
545,2,1,5
546,7,8,5
547,6,2,7
548,3,8,1
549,1,3,8
550,7,5,3
551,6,3,3
552,5,7,2
553,1,5,1
554,4,2,4
555,3,8,6
556,1,4,5
557,2,1,8
558,2,8,7
559,2,7,3
560,3,3,8
561,4,1,7
562,8,1,2
563,2,2,6
564,4,8,5
565,4,4,1
566,7,7,2
567,2,8,8
568,7,4,1
569,7,4,1
570,7,3,4
571,4,2,8
572,6,1,2
573,4,3,3
574,5,5,6
575,4,7,6
576,4,4,8
577,7,3,4
578,2,5,3
579,5,1,7
580,4,7,7
581,2,1,7
582,4,3,2
583,2,5,3
584,3,3,6
585,4,5,6
586,4,8,5
587,2,3,8
588,7,8,6
589,3,1,5
590,6,6,2
591,5,1,1
592,3,1,3
593,8,2,7
594,4,6,4
595,4,7,6
596,8,3,2
597,2,1,6
598,6,3,1
599,1,6,8
600,4,5,1
601,6,1,7
602,3,4,2
603,1,7,5
604,1,1,4
605,8,4,1
606,7,7,3
607,6,3,1
608,8,8,6
609,4,7,3
610,7,6,6
611,4,8,3
612,2,5,3
613,3,4,1
614,4,2,7
615,1,8,2
616,6,1,3
617,7,6,4
618,7,5,6
619,6,1,1
620,2,7,8
621,8,6,1
622,4,2,8
623,7,3,5
624,3,1,6
625,2,3,1
626,5,3,7
627,4,2,3
628,8,5,3
629,5,8,2
630,5,6,4
631,8,3,1
632,1,4,4
633,1,3,2
634,4,7,6
635,8,4,8
636,7,7,7
637,6,8,4
638,1,3,3
639,3,2,5
640,2,2,6
641,8,6,8
642,6,7,8
643,7,6,2
644,4,1,4
645,8,4,8
646,8,2,8
647,8,5,2
648,8,6,4
649,7,2,3
650,8,7,8
651,4,2,7
652,4,5,6
653,6,8,3
654,6,4,2
655,8,7,2
656,5,5,1
657,6,6,1
658,1,2,1
659,2,5,8
660,3,6,1
661,2,6,1
662,5,5,2
663,8,4,2
664,8,7,8
665,2,8,5
666,4,8,1
667,3,3,5
668,3,8,2
669,4,8,5
670,6,5,2
671,4,6,7
672,7,2,4
673,6,6,2
674,3,7,4
675,1,4,4
676,2,1,7
677,7,4,7
678,5,2,8
679,7,8,7
680,3,1,1
681,4,1,8
682,5,7,5
683,7,4,3
684,4,7,8
685,8,1,1
686,2,5,6
687,6,6,1
688,3,8,7
689,5,3,2
690,4,2,4
691,3,7,8
692,1,5,6
693,8,2,2
694,3,2,2
695,7,8,3
696,3,4,3
697,8,2,6
698,2,7,7
699,2,4,4
700,3,3,6
701,8,8,6
702,2,5,6
703,4,4,8
704,1,8,5
705,8,5,2
706,3,2,5
707,1,2,2
708,3,8,7
709,3,7,4
710,5,3,2
711,8,7,7
712,8,1,8
713,1,2,3
714,3,8,5
715,8,1,8
716,7,5,4
717,4,8,4
718,7,3,7
719,6,4,5
720,5,7,1
721,7,7,8
722,1,7,3
723,3,8,2
724,7,4,6
725,1,1,3
726,8,7,4
727,2,4,7
728,8,3,7
729,1,2,6
730,3,2,5
731,6,8,7
732,6,4,2
733,4,4,8
734,2,7,8
735,2,4,8
736,2,6,6
737,2,8,5
738,2,8,4
739,3,8,1
740,5,5,4
741,2,2,3
742,8,7,6
743,8,7,4
744,5,5,2
745,7,3,1
746,6,2,5
747,5,2,1
748,8,4,4
749,3,5,2
750,8,8,5
751,3,8,5
752,6,4,5
753,2,2,8
754,5,4,3
755,7,1,8
756,8,8,6
757,8,4,7
758,7,4,8
759,1,7,5
760,5,7,7
761,4,3,5
762,4,2,6
763,1,8,6
764,5,7,1
765,6,4,6
766,7,3,6
767,4,1,7
768,1,1,8
769,3,7,5
770,5,1,1
771,8,6,1
772,3,1,3
773,5,8,1
774,1,2,6
775,2,5,6
776,4,5,5
777,4,5,6
778,4,1,2
779,5,6,1
780,3,2,6
781,4,7,7
782,4,2,5
783,5,8,1
784,5,5,3
785,8,3,2
786,6,8,7
787,2,3,2
788,4,7,3
789,1,8,4
790,8,1,8
791,3,1,5
792,7,2,8
793,8,8,6
794,2,4,1
795,8,3,1
796,6,4,6
797,7,1,4
798,1,3,4
799,5,8,7
800,5,7,7
801,8,3,8
802,8,6,6
803,2,5,5
804,1,2,7
805,8,7,4
806,5,3,3
807,5,5,1
808,1,7,1
809,8,3,7
810,2,5,3
811,7,5,8
812,1,6,2
813,6,3,2
814,1,5,8
815,3,6,7
816,8,1,1
817,2,3,1
818,1,4,6
819,8,3,2
820,8,3,7
821,4,4,4
822,1,3,5
823,3,5,6
824,1,4,1
825,3,2,3
826,1,7,4
827,6,5,1
828,2,4,6
829,6,2,6
830,5,4,4
831,8,2,5
832,5,4,8
833,8,7,6
834,8,2,3
835,4,7,8
836,7,4,4
837,7,4,3
838,6,7,6
839,2,4,3
840,6,1,2
841,2,7,5
842,6,4,2
843,1,6,4
844,3,4,4
845,7,7,5
846,7,3,7
847,6,6,2
848,3,4,8
849,1,8,6
850,6,3,3
851,7,4,4
852,5,5,8
853,1,4,1
854,3,5,1
855,1,2,6
856,7,8,5
857,5,6,3
858,7,7,5
859,5,7,8
860,2,7,5
861,4,8,7
862,8,7,4
863,4,4,4
864,6,3,1
865,4,4,7
866,3,6,7
867,2,7,2
868,6,7,4
869,5,5,3
870,3,7,5
871,5,6,7
872,8,4,5
873,8,8,6
874,1,8,2
875,8,1,3
876,1,3,8
877,1,5,4
878,2,2,4
879,1,3,8
880,7,3,5
881,1,1,6
882,5,8,5
883,4,1,4
884,7,2,3
885,7,3,2
886,3,4,5
887,6,7,8
888,4,5,5
889,8,4,7
890,7,1,2
891,4,2,8
892,2,6,5
893,6,3,8
894,3,7,1
895,3,6,6
896,1,8,2
897,8,8,4
898,8,1,3
899,5,7,7
900,4,8,2
901,3,1,2
902,7,3,7
903,8,3,6
904,2,6,2
905,7,7,8
906,2,5,7
907,2,1,3
908,4,2,7
909,6,8,1
910,3,2,8
911,1,7,3
912,4,2,2
913,8,2,3
914,1,8,7
915,5,1,7
916,1,3,1
917,5,3,6
918,6,7,6
919,3,1,7
920,3,7,6
921,4,6,3
922,6,8,3
923,6,3,2
924,8,4,6
925,7,1,7
926,3,3,2
927,5,5,6
928,6,8,5
929,8,7,3
930,8,3,5
931,7,7,3
932,5,4,4
933,3,6,2
934,2,6,7
935,6,1,2
936,6,2,2
937,2,4,3
938,7,5,1
939,2,3,1
940,6,3,8
941,5,7,3
942,3,5,6
943,2,1,8
944,2,7,7
945,1,8,7
946,8,2,5
947,7,5,8
948,4,7,8
949,2,4,2
950,6,5,1
951,8,4,5
952,4,4,7
953,8,1,1
954,1,3,3
955,6,4,1
956,3,8,7
957,3,1,7
958,5,4,4
959,5,4,2
960,8,2,4
961,4,7,8
962,4,6,8
963,1,4,1
964,3,8,3
965,2,4,2
966,1,1,1
967,7,8,5
968,1,2,6
969,3,5,4
970,1,5,1
971,4,8,6
972,6,7,7
973,1,2,8
974,7,6,3
975,2,7,7
976,8,5,8
977,3,2,1
978,5,1,5
979,4,8,5
980,4,6,6
981,2,2,4
982,1,2,3
983,4,8,2
984,4,3,5
985,6,7,2
986,4,8,7
987,2,8,1
988,4,4,1
989,2,1,8
990,1,3,6
991,1,6,6
992,2,4,6
993,8,6,7
994,7,7,5
995,6,1,6
996,4,5,5
997,8,5,2
998,6,4,2
999,6,6,5
1000,5,5,1
1001,1,2,2
1002,4,5,6
1003,5,8,5
1004,5,4,4
1005,4,2,2
1006,2,2,5
1007,6,8,6
1008,8,8,3
1009,8,2,4
1010,3,1,7
1011,2,1,2
1012,4,1,3
1013,7,4,8
1014,8,2,8
1015,7,3,5
1016,6,8,3
1017,4,3,6
1018,1,3,7
1019,2,4,1
1020,1,4,4
1021,8,6,1
1022,2,6,2
1023,5,6,7
1024,6,6,4
1025,6,5,7
1026,4,4,2
1027,7,7,7
1028,3,4,6
1029,4,1,1
1030,6,6,1
1031,3,7,6
1032,6,3,2
1033,5,2,4
1034,8,1,5
1035,7,2,5
1036,5,8,2
1037,1,7,1
1038,6,7,1
1039,1,6,5
1040,4,6,6
1041,1,8,2
1042,2,1,7
1043,6,5,3
1044,2,2,7
1045,2,7,6
1046,4,4,4
1047,7,6,8
1048,4,7,4
1049,1,1,7
1050,1,7,1
1051,1,3,2
1052,1,5,5
1053,3,5,3
1054,3,8,3
1055,4,3,8
1056,5,7,5
1057,8,1,1
1058,2,6,1
1059,3,8,6
1060,5,2,3
1061,3,3,5
1062,2,4,7
1063,2,4,2
1064,7,1,3
1065,5,6,3
1066,5,2,3
1067,6,7,3
1068,4,7,3
1069,6,4,5
1070,3,2,3
1071,2,3,3
1072,4,6,4
1073,6,8,3
1074,8,6,6
1075,7,1,1
1076,3,8,4
1077,3,5,3
1078,6,6,6
1079,6,4,6
1080,6,5,8
1081,4,6,4
1082,8,1,4
1083,4,4,2
1084,2,3,5
1085,3,6,3
1086,2,1,2
1087,6,4,2
1088,7,3,7
1089,8,2,7
1090,4,3,2
1091,8,8,4
1092,1,8,1
1093,6,2,1
1094,4,2,4
1095,6,6,6
1096,7,7,2
1097,1,4,1
1098,1,8,7
1099,6,1,4
1100,7,6,8
1101,4,7,5
1102,4,4,6
1103,5,5,7
1104,6,3,6
1105,7,3,2
1106,8,4,7
1107,2,8,5
1108,7,3,3
1109,3,3,1
1110,6,5,2
1111,1,5,5
1112,8,1,3
1113,8,7,4
1114,2,8,5
1115,5,1,3
1116,7,3,8
1117,3,2,2
1118,7,6,8
1119,5,8,2
1120,5,4,6
1121,5,6,8
1122,3,2,4
1123,4,8,5
1124,8,1,6
1125,1,4,4
1126,1,6,3
1127,1,5,6
1128,6,6,1
1129,7,3,8
1130,2,2,8
1131,3,6,5
1132,3,8,7
1133,2,5,6
1134,4,3,7
1135,8,1,7
1136,2,2,3
1137,3,6,4
1138,6,5,5
1139,7,8,8
1140,8,2,7
1141,4,4,2
1142,2,5,5
1143,3,4,4
1144,2,7,4
1145,4,6,3
1146,5,5,5
1147,7,8,5
1148,5,3,5
1149,2,6,7
1150,1,6,4
1151,8,5,1
1152,6,1,6
1153,7,4,6
1154,3,7,5
1155,6,4,6
1156,6,1,4
1157,1,5,5
1158,7,2,2
1159,2,6,3
1160,1,7,8
1161,6,8,3
1162,3,2,2
1163,4,8,3
1164,6,2,4
1165,4,1,8
1166,8,1,8
1167,2,8,6
1168,5,2,1
1169,6,8,6
1170,2,4,2
1171,3,8,7
1172,8,7,5
1173,3,4,4
1174,1,8,1
1175,3,5,2
1176,2,5,5
1177,6,7,2
1178,2,5,2
1179,1,3,4
1180,7,4,7
1181,2,1,4
1182,6,4,5
1183,6,5,7
1184,2,5,3
1185,1,4,4
1186,6,1,1
1187,4,5,2
1188,6,7,7
1189,8,2,6
1190,2,2,1
1191,8,8,7
1192,2,3,6
1193,6,7,6
1194,3,1,6
1195,5,1,1
1196,7,8,5
1197,5,3,2
1198,3,3,4
1199,1,6,4
1200,7,8,1
1201,5,5,2
1202,8,6,3
1203,3,6,4
1204,8,7,4
1205,3,7,1
1206,6,5,6
1207,6,6,7
1208,4,8,4
1209,3,2,1
1210,3,7,7
1211,2,5,1
1212,5,2,6
1213,6,8,8
1214,2,1,7
1215,5,8,1
1216,7,5,2
1217,1,3,5
1218,8,4,2
1219,8,2,6
1220,8,3,6
1221,1,8,6
1222,2,1,7
1223,5,3,1
1224,5,1,5
1225,4,8,6
1226,4,7,3
1227,4,2,6
1228,2,7,5
1229,8,4,6
1230,6,1,8
1231,2,6,3
1232,5,1,3
1233,6,6,8
1234,3,7,2
1235,7,5,8
1236,3,3,1
1237,3,1,6
1238,7,8,5
1239,4,4,3
1240,5,7,7
1241,4,2,7
1242,8,4,1
1243,5,7,1
1244,5,5,3
1245,4,1,4
1246,5,5,5
1247,7,8,3
1248,7,1,7
1249,6,3,6
1250,7,2,2
1251,6,5,6
1252,1,8,8
1253,6,3,2
1254,8,5,6
1255,7,6,6
1256,1,5,7
1257,1,4,8
1258,6,6,2
1259,8,1,3
1260,6,6,8
1261,1,4,2
1262,1,6,5
1263,4,8,4
1264,2,2,7
1265,3,5,2
1266,3,5,1
1267,7,4,5
1268,4,3,6
1269,1,8,1
1270,5,3,6
1271,6,2,6
1272,6,3,6
1273,3,1,3
1274,6,6,5
1275,8,3,4
1276,7,1,7
1277,2,3,2
1278,1,1,4
1279,5,3,4
1280,1,6,2
1281,4,2,5
1282,3,2,2
1283,7,4,3
1284,1,3,6
1285,4,4,4
1286,7,8,8
1287,3,1,5
1288,2,4,1
1289,1,2,5
1290,7,5,8
1291,5,5,5
1292,2,3,6
1293,5,7,8
1294,4,5,3
1295,5,6,5
1296,5,8,3
1297,3,7,2
1298,8,4,3
1299,8,1,5
1300,8,8,6
1301,3,3,3
1302,5,5,3
1303,7,1,7
1304,3,1,8
1305,2,3,4
1306,7,8,2
1307,3,2,1
1308,4,8,3
1309,6,3,7
1310,7,6,2
1311,7,7,6
1312,3,7,5
1313,8,4,2
1314,5,6,3
1315,3,7,1
1316,3,3,8
1317,7,3,7
1318,4,4,6
1319,2,7,6
1320,6,6,5
1321,7,8,1
1322,8,2,1
1323,5,8,1
1324,7,6,7
1325,1,1,4
1326,3,2,1
1327,4,8,5
1328,7,8,1
1329,5,7,2
1330,4,5,4
1331,8,3,7
1332,2,8,7
1333,3,1,6
1334,4,3,1
1335,2,5,7
1336,7,4,1
1337,1,2,8
1338,7,3,5
1339,7,8,7
1340,4,1,2
1341,1,8,8
1342,6,5,5
1343,5,4,3
1344,4,1,3
1345,5,7,5
1346,8,7,4
1347,7,4,8
1348,3,6,7
1349,1,7,5
1350,7,7,2
1351,7,2,5
1352,4,4,5
1353,5,3,1
1354,4,2,4
1355,7,5,4
1356,1,6,5
1357,3,4,2
1358,4,7,1
1359,4,4,8
1360,5,5,6
1361,1,5,1
1362,6,2,4
1363,4,5,1
1364,7,7,6
1365,7,8,1
1366,3,8,5
1367,1,2,4
1368,1,7,7
1369,8,3,3
1370,6,8,7
1371,8,8,3
1372,6,7,1
1373,6,3,3
1374,5,4,1
1375,1,3,6
1376,1,5,7
1377,1,6,3
1378,6,1,1
1379,1,7,4
1380,4,1,6
1381,5,3,5
1382,7,4,2
1383,8,6,4
1384,4,4,2
1385,7,4,7
1386,8,2,7
1387,2,5,1
1388,8,1,6
1389,8,8,3
1390,3,8,6
1391,5,2,4
1392,3,5,8
1393,5,2,7
1394,4,5,6
1395,4,7,8
1396,8,7,8
1397,1,3,5
1398,7,2,2
1399,3,2,8
1400,5,1,7
1401,1,2,7
1402,3,8,4
1403,5,1,8
1404,1,2,4
1405,1,3,6
1406,7,2,1
1407,2,4,1
1408,4,3,5
1409,7,2,5
1410,2,7,8
1411,3,8,1
1412,6,2,7
1413,6,8,5
1414,3,6,6
1415,6,3,6
1416,4,7,3
1417,8,4,7
1418,5,3,3
1419,2,8,8
1420,3,5,8
1421,8,8,7
1422,1,4,8
1423,7,3,7
1424,7,1,6
1425,8,6,4
1426,5,6,1
1427,1,5,1
1428,5,8,4
1429,8,4,6
1430,4,5,8
1431,1,4,6
1432,4,4,5
1433,6,2,4
1434,7,1,4
1435,7,2,3
1436,6,3,3
1437,3,7,5
1438,2,3,3
1439,3,1,2
1440,7,1,2
1441,4,4,7
1442,8,5,2
1443,6,4,5
1444,1,8,8
1445,3,1,1
1446,3,6,8
1447,3,6,3
1448,4,3,1
1449,5,3,2
1450,6,3,1
1451,4,5,7
1452,6,7,5
1453,8,6,1
1454,1,6,1
1455,5,7,1
1456,7,3,7
1457,7,2,2
1458,2,4,1
1459,3,1,4
1460,4,4,6
1461,6,7,1
1462,4,5,7
1463,5,3,4
1464,8,8,1
1465,3,8,5
1466,3,3,1
1467,4,7,1
1468,5,1,1
1469,8,8,3
1470,7,3,2
1471,6,4,3
1472,2,3,6
1473,4,1,7
1474,1,7,3
1475,3,3,5
1476,3,3,5
1477,2,8,6
1478,2,8,4
1479,4,8,8
1480,1,1,5
1481,2,5,3
1482,6,7,2
1483,3,1,3
1484,8,1,5
1485,1,1,4
1486,6,1,6
1487,8,7,4
1488,1,3,7
1489,2,6,2
1490,2,8,1
1491,2,2,3
1492,3,5,7
1493,7,6,1
1494,6,1,7
1495,3,7,6
1496,2,1,2
1497,6,2,2
1498,3,5,7
1499,1,4,8
1500,5,4,8
1501,1,7,8
1502,8,7,7
1503,7,3,1
1504,6,4,3
1505,2,7,3
1506,1,4,5
1507,7,6,4
1508,2,4,7
1509,8,3,8
1510,3,6,3
1511,8,8,5
1512,8,4,1
1513,1,4,7
1514,7,7,7
1515,6,4,2
1516,4,5,1
1517,3,8,8
1518,6,7,1
1519,5,3,6
1520,7,1,6
1521,3,1,5
1522,1,8,7
1523,3,6,1
1524,7,2,5
1525,3,6,5
1526,8,2,6
1527,7,2,2
1528,6,2,4
1529,6,2,6
1530,3,1,5
1531,8,1,6
1532,4,2,1
1533,6,4,7
1534,3,3,2
1535,1,8,2
1536,3,4,1
1537,1,8,1
1538,4,4,8
1539,3,2,5
1540,6,5,1
1541,6,7,5
1542,6,6,1
1543,4,6,1
1544,6,2,6
1545,5,6,3
1546,4,7,8
1547,6,5,3
1548,5,5,6
1549,6,6,7
1550,6,7,6
1551,2,6,7
1552,5,5,3
1553,7,7,7
1554,4,3,1
1555,5,5,4
1556,1,8,1
1557,6,5,7
1558,4,8,3
1559,7,7,1
1560,1,8,8
1561,3,5,8
1562,6,1,4
1563,3,4,4
1564,5,3,8
1565,6,6,5
1566,4,7,5
1567,7,2,5
1568,7,1,3
1569,3,3,4
1570,1,8,7
1571,1,1,6
1572,4,8,4
1573,8,2,7
1574,4,8,8
1575,4,6,7
1576,8,6,4
1577,3,1,2
1578,6,6,3
1579,2,3,2
1580,1,4,8
1581,3,2,5
1582,1,7,4
1583,4,7,1
1584,4,8,5
1585,7,5,7
1586,8,4,7
1587,8,4,4
1588,8,5,3
1589,2,8,4
1590,8,8,1
1591,4,1,4
1592,1,6,5
1593,2,7,8
1594,6,8,3
1595,7,8,5
1596,4,5,5
1597,8,7,7
1598,8,5,7
1599,8,4,1
1600,1,7,3
1601,7,4,6
1602,2,7,2
1603,5,5,1
1604,4,3,3
1605,3,1,4
1606,1,1,2
1607,3,8,6
1608,8,4,7
1609,7,2,3
1610,8,4,5
1611,1,7,1
1612,2,5,6
1613,1,1,1
1614,2,6,8
1615,5,1,2
1616,3,8,2
1617,3,6,1
1618,3,6,5
1619,4,2,2
1620,5,7,4
1621,6,8,6
1622,6,7,7
1623,6,1,4
1624,7,5,8
1625,1,2,1
1626,4,7,7
1627,6,8,7
1628,4,6,7
1629,6,5,6
1630,7,3,8
1631,6,5,8
1632,2,7,6
1633,5,1,3
1634,3,2,7
1635,8,4,1
1636,5,4,5
1637,7,1,6
1638,5,2,7
1639,8,2,6
1640,1,3,1
1641,1,4,7
1642,5,8,6
1643,6,3,2
1644,2,6,3
1645,8,7,2
1646,4,2,2
1647,2,1,5
1648,1,5,7
1649,3,8,7
1650,4,4,7
1651,1,3,7
1652,1,2,4
1653,2,4,5
1654,5,6,6
1655,6,4,3
1656,6,6,8
1657,1,7,7
1658,8,6,7
1659,3,7,6
1660,1,3,1
1661,6,7,4
1662,4,6,4
1663,6,2,8
1664,3,3,7
1665,5,5,7
1666,2,5,1
